months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,fraud_flag,reviews
479,44,869583,03/17/12,NC,250/500,2000,1650.84,4000000,623801,FEMALE,High School,exec-managerial,reading,own-child,30777,-41208,04/11/15,Multi-vehicle Collision,?,Major Damage,Police,IL,Arlington,5037 Maple Drive,22,2,YES,0,3,YES,26908,2168,6365,18375,Accura,A3,2012,N,0,
485,39,381937,12/25/90,IN,100/300,500,909.97,4000000,432257,MALE,High School,tech-support,bungie-jumping,husband,42009,-7110,12/16/15,Multi-vehicle Collision,?,Major Damage,Ambulance,NC,Springfield,8654 Elm Lane,10,2,YES,2,0,YES,54514,9243,6349,38922,Chevrolet,95,2000,N,0,
191,31,868189,10/25/14,VA,250/500,500,1403.53,6000000,550539,MALE,Masters,protective-serv,reading,husband,9129,-75263,02/21/15,Parked Car,?,Major Damage,Police,OH,Riverwood,2438 4th St,0,2,?,1,3,NO,54166,6878,9635,37653,Honda,A5,2012,N,0,
137,73,597551,02/20/09,NY,250/500,2000,1034.56,0,690623,MALE,High School,sales,golf,husband,65104,-50449,12/25/15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NC,Riverwood,5983 3rd Hwy,20,1,YES,1,2,YES,44632,5985,9097,29550,Audi,92x,1997,N,0,
53,55,764878,07/07/04,WV,250/500,2000,1488.78,5000000,679835,FEMALE,Masters,exec-managerial,bungie-jumping,unmarried,27874,-16445,01/17/14,Vehicle Theft,Front Collision,Major Damage,,SC,Columbus,9672 4th St,21,3,YES,0,2,YES,29624,6485,2751,20388,Toyota,95,1997,N,0,
65,79,366897,12/05/14,NC,100/300,500,1112.8,0,586928,FEMALE,High School,protective-serv,board-games,unmarried,42163,-54400,02/23/14,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,IL,Springfield,6200 Maple Drive,22,2,YES,0,2,YES,114317,17845,8313,88159,Audi,92x,2005,Y,1,
30,79,685694,06/11/01,IN,250/500,2000,1316.47,4000000,455802,MALE,Masters,armed-forces,reading,husband,64991,-10592,07/10/14,Single Vehicle Collision,Front Collision,Total Loss,Police,IN,Hillsdale,1565 2nd Drive,7,3,NO,0,1,YES,42038,9089,5593,27356,Audi,Pathfinder,2007,N,0,
384,70,897998,05/09/90,WV,250/500,500,1536.95,4000000,429958,FEMALE,Associate,priv-house-serv,dancing,wife,37484,-16013,06/14/14,Single Vehicle Collision,Rear Collision,Major Damage,,SC,Columbus,6248 5th Ridge,16,1,YES,0,1,YES,83701,17583,13598,52520,Chevrolet,E400,2014,N,0,
213,66,786847,01/14/09,OH,250/500,1000,1017.1,5000000,453625,FEMALE,MD,tech-support,skydiving,husband,27321,-7380,07/31/14,Multi-vehicle Collision,?,Major Damage,,VA,Springfield,8646 4th St,1,2,YES,1,1,YES,118659,21451,12462,84746,Toyota,RSX,2013,Y,1,Customer service okay. Could improve.
211,41,509049,02/28/00,WV,100/300,500,1823.61,5000000,588517,FEMALE,MD,priv-house-serv,sleeping,other-relative,18466,-50751,09/01/14,Multi-vehicle Collision,?,Minor Damage,Police,VA,Riverwood,2139 2nd Drive,0,1,NO,2,1,YES,55333,7998,10880,36455,Mercedes,A3,1998,N,0,
132,39,469921,05/15/99,WV,500/1000,2000,1154.52,4000000,607534,MALE,MD,sales,camping,other-relative,25124,-11312,08/04/14,Vehicle Theft,Front Collision,Major Damage,Ambulance,OH,Riverwood,1082 Elm Lane,21,2,YES,2,3,?,72179,11899,7775,52505,Toyota,Highlander,2006,Y,1,
450,19,201554,11/22/13,IN,250/500,500,1791.9,6000000,663654,MALE,Associate,armed-forces,sleeping,husband,69843,-40958,10/05/14,Multi-vehicle Collision,Rear Collision,Major Damage,Police,WV,Springfield,2401 4th St,20,3,NO,0,0,NO,97596,11893,6919,78784,Nissan,RAM,2013,Y,1,
262,67,801006,07/12/03,NC,100/300,1000,969.42,4000000,611280,FEMALE,MD,machine-op-inspct,sleeping,wife,61953,-11764,11/30/14,Single Vehicle Collision,Rear Collision,Major Damage,,IN,Springfield,9377 Maple Drive,20,1,?,2,3,NO,119034,21076,14249,83709,Chevrolet,A3,1995,N,0,
246,49,345779,02/01/96,IL,500/1000,500,1656.35,5000000,598526,FEMALE,High School,machine-op-inspct,board-games,wife,51347,-51939,12/31/15,Multi-vehicle Collision,Front Collision,Major Damage,,IN,Northbend,4363 2nd Drive,2,2,YES,0,2,YES,110531,9526,11699,89306,Accura,F150,2008,Y,1,
193,72,997092,02/20/94,IN,100/300,500,1754.62,5000000,681707,MALE,High School,tech-support,skydiving,other-relative,45891,-5349,02/06/15,Vehicle Theft,Side Collision,Major Damage,Police,IN,Springfield,9794 2nd Drive,1,3,NO,1,1,YES,7359,1818,1094,4447,Nissan,A5,2008,N,0,
4,48,244521,07/09/02,IN,250/500,500,885.33,4000000,628285,MALE,MD,machine-op-inspct,dancing,wife,16555,-64362,07/13/14,Parked Car,Front Collision,Minor Damage,Fire,VA,Northbend,2640 3rd Hwy,10,3,YES,0,3,YES,93475,18945,8764,65766,Saab,Highlander,2011,Y,1,Extremely dissatisfied company.
82,18,841684,04/17/03,VA,100/300,500,1444.95,5000000,521394,MALE,MD,exec-managerial,reading,unmarried,63345,-6512,02/01/15,Vehicle Theft,Front Collision,Major Damage,Police,WV,Columbus,6139 1st Ave,23,3,YES,1,2,NO,118858,12754,23968,82136,Accura,RAM,2007,Y,1,
82,18,989962,11/13/01,IL,100/300,2000,1859.43,0,620242,MALE,MD,priv-house-serv,board-games,wife,46899,-48401,07/05/14,Parked Car,Side Collision,Major Damage,Ambulance,IL,Northbend,9755 4th St,21,2,NO,2,0,YES,22294,5037,4634,12623,Dodge,RSX,2002,N,0,
212,67,830912,03/17/93,WV,250/500,2000,1404.04,0,592687,MALE,PhD,protective-serv,camping,own-child,60403,-68525,03/05/14,Single Vehicle Collision,?,Minor Damage,Police,WV,Springfield,2519 5th Ridge,0,1,?,2,0,YES,78699,14491,6379,57829,Dodge,RSX,2013,N,0,
50,71,788317,07/14/07,IL,250/500,1000,960.18,0,517272,MALE,MD,armed-forces,dancing,other-relative,13517,-24684,08/24/15,Single Vehicle Collision,?,Total Loss,,VA,Hillsdale,6175 3rd Hwy,8,1,?,1,0,YES,64804,11911,10915,41978,Dodge,95,1998,N,0,
451,39,941572,11/12/05,IN,500/1000,1000,1106.05,0,672500,FEMALE,Masters,protective-serv,skydiving,unmarried,51363,-27562,02/24/14,Vehicle Theft,Front Collision,Minor Damage,,WV,Springfield,1034 1st Ave,15,3,NO,2,0,?,119006,20540,17800,80666,Nissan,Camry,1998,Y,1,Unfair treatment policyholders.
91,27,314879,03/13/10,NY,500/1000,500,987.07,4000000,501515,FEMALE,Associate,tech-support,sleeping,own-child,40274,-59966,05/31/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,IN,Arlington,7255 3rd Hwy,2,1,NO,0,0,YES,62200,5114,4720,52366,Mercedes,A3,1997,N,0,
290,21,299416,10/01/99,NY,250/500,500,822.98,4000000,617131,MALE,High School,machine-op-inspct,reading,unmarried,61864,-25802,06/10/15,Vehicle Theft,Front Collision,Major Damage,,SC,Springfield,5023 Maple Drive,3,1,?,1,1,NO,69254,12679,5662,50913,Ford,F150,2004,N,0,
136,56,285861,06/08/11,OH,500/1000,2000,1170.39,4000000,587671,FEMALE,High School,priv-house-serv,bungie-jumping,unmarried,808,-44062,01/03/15,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Arlington,7587 1st Ave,17,2,?,2,1,NO,75832,12112,12526,51194,Saab,A3,2009,N,0,
44,69,747323,12/31/09,IL,250/500,2000,1076.19,6000000,438385,FEMALE,Associate,sales,board-games,unmarried,6905,-78465,12/07/14,Vehicle Theft,?,Minor Damage,Police,OH,Columbus,8929 1st Ave,19,3,YES,0,1,?,42234,8152,6675,27407,Mercedes,95,2012,Y,1,Renewal reminder came late. Almost missed deadline.
38,34,738771,06/29/08,OH,250/500,500,1678.18,0,429496,MALE,PhD,priv-house-serv,bungie-jumping,wife,79994,-69834,10/30/15,Vehicle Theft,Front Collision,Minor Damage,Police,WV,Northbend,8264 2nd Drive,15,2,NO,2,3,YES,78891,17568,16226,45097,Audi,A5,2001,N,0,
237,29,566479,08/23/08,IL,250/500,1000,1550.67,4000000,569701,MALE,High School,priv-house-serv,reading,husband,65610,-40710,10/25/14,Single Vehicle Collision,Side Collision,Minor Damage,Police,IN,Northbend,7405 3rd Hwy,10,3,NO,2,1,YES,60181,7539,8071,44571,Dodge,RAM,1999,N,0,
439,43,805240,11/02/93,IL,100/300,500,1038.93,5000000,440682,MALE,Masters,exec-managerial,skydiving,unmarried,74003,-68423,02/16/14,Multi-vehicle Collision,Side Collision,Major Damage,Other,IN,Columbus,3649 4th St,22,2,?,2,1,YES,45658,9398,2748,33512,Audi,92x,2001,N,0,
363,66,980666,01/30/15,OH,250/500,500,1598.83,5000000,682775,FEMALE,High School,priv-house-serv,skydiving,husband,43718,-4124,07/29/14,Vehicle Theft,Front Collision,Major Damage,Other,OH,Columbus,5134 Elm Lane,14,2,YES,0,1,?,98628,19645,9932,69051,Honda,Highlander,2000,Y,1,
336,47,548488,04/20/90,WV,250/500,1000,963.31,6000000,679188,MALE,MD,tech-support,board-games,husband,7069,-70902,07/03/15,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Hillsdale,7614 4th St,12,2,YES,1,2,?,79732,18511,14484,46737,Mercedes,Civic,2004,Y,1,
314,49,889033,01/16/00,WV,250/500,500,868.44,3000000,513509,FEMALE,Associate,machine-op-inspct,camping,unmarried,74887,-33999,03/29/14,Multi-vehicle Collision,?,Minor Damage,Police,IL,Northbend,9598 2nd Drive,18,2,YES,2,2,NO,84868,20546,8899,55423,Toyota,Pathfinder,2000,N,0,
222,54,930352,10/01/15,IL,250/500,500,1486.55,6000000,645546,FEMALE,Masters,machine-op-inspct,reading,wife,36194,-63515,01/11/15,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,5158 2nd Drive,22,1,YES,0,0,?,26117,6089,2088,17940,Honda,92x,2007,N,0,
348,50,455619,08/25/98,SC,100/300,1000,989.79,0,578323,FEMALE,High School,armed-forces,reading,unmarried,32112,-70109,04/01/14,Multi-vehicle Collision,Front Collision,Minor Damage,,IN,Springfield,5062 Maple Drive,17,3,YES,0,0,YES,54968,6121,4969,43878,Dodge,RSX,2000,N,0,
449,50,489759,06/16/11,VA,250/500,2000,1831.53,5000000,423263,FEMALE,Associate,protective-serv,camping,other-relative,39323,-28278,02/19/14,Single Vehicle Collision,?,Major Damage,Ambulance,IN,Columbus,5163 1st Ave,2,1,YES,1,3,YES,28692,6685,3402,18605,Ford,92x,2014,N,0,
264,22,176151,06/19/02,IN,500/1000,500,1216.04,6000000,505203,MALE,Masters,tech-support,board-games,unmarried,24572,-64476,09/07/14,Single Vehicle Collision,Front Collision,Major Damage,,IL,Northbend,1789 3rd Hwy,18,3,NO,2,0,NO,8743,1706,1588,5449,Chevrolet,Tahoe,2013,N,0,
306,40,637002,06/24/09,NC,100/300,1000,1267.85,0,458417,MALE,High School,sales,skydiving,other-relative,2056,-3914,08/06/15,Vehicle Theft,Front Collision,Total Loss,Police,IL,Columbus,9074 Maple Drive,22,2,NO,2,3,?,108365,23699,8105,76561,Dodge,A3,1998,Y,1,
95,55,427336,09/11/10,SC,250/500,2000,1037.2,5000000,511493,FEMALE,MD,priv-house-serv,golf,husband,63353,-43014,08/24/15,Parked Car,?,Minor Damage,Police,IL,Columbus,2569 Maple Drive,6,1,NO,2,1,NO,11945,1324,2345,8276,Audi,E400,2012,N,0,
341,20,155981,03/22/11,SC,250/500,500,1880.53,0,427116,MALE,Masters,armed-forces,bungie-jumping,husband,56975,-49449,10/30/15,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,2284 1st Ave,14,2,NO,2,1,YES,105244,11595,16842,76807,Saab,92x,2002,N,0,
56,68,615766,03/01/99,OH,100/300,1000,1472.19,0,493404,FEMALE,High School,exec-managerial,golf,own-child,43694,-18093,02/18/14,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,3112 4th St,6,3,YES,2,3,NO,70038,10430,5051,54557,Dodge,92x,2010,N,0,
356,25,586061,12/20/01,NY,250/500,500,1552.64,4000000,454629,FEMALE,PhD,exec-managerial,camping,unmarried,45669,-17398,02/16/14,Vehicle Theft,Front Collision,Minor Damage,Police,WV,Columbus,4041 Elm Lane,3,3,YES,1,1,YES,96613,5556,17573,73484,Toyota,Camry,2015,Y,1,
497,18,894325,09/07/07,IL,500/1000,1000,1102.91,0,585976,FEMALE,MD,armed-forces,sleeping,husband,52437,-46939,03/07/15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Columbus,2871 Elm Lane,5,2,YES,2,1,YES,18482,3210,1985,13287,Mercedes,RSX,2010,N,0,
220,56,306032,09/22/97,NC,500/1000,2000,1316.11,5000000,475873,MALE,Masters,priv-house-serv,skydiving,unmarried,72430,-58087,05/03/15,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Northbend,6327 Elm Lane,7,1,YES,2,2,?,39241,7492,9449,22300,Honda,RSX,2008,N,0,No transparency in pricing.
260,57,781734,09/16/04,OH,100/300,1000,1163.13,0,461375,FEMALE,High School,sales,camping,other-relative,28329,-53459,03/18/15,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Hillsdale,6652 Elm Lane,22,1,YES,0,0,YES,80653,18596,13133,48924,Ford,RSX,2008,N,0,
147,55,209620,03/21/12,VA,250/500,2000,1641.41,6000000,460059,MALE,High School,protective-serv,sleeping,husband,1156,-13722,03/24/14,Single Vehicle Collision,Side Collision,Minor Damage,Police,IL,Hillsdale,7229 3rd Hwy,9,3,NO,0,1,NO,68101,14541,12121,41439,Nissan,A5,1998,N,0,
376,53,735324,08/16/04,NY,250/500,2000,896.56,5000000,573474,MALE,Associate,machine-op-inspct,skydiving,wife,58647,-78814,06/12/14,Multi-vehicle Collision,Rear Collision,Minor Damage,,NC,Columbus,2926 1st Ave,12,1,YES,1,3,YES,75158,14293,11458,49407,Dodge,A3,1995,N,0,
443,59,425869,12/31/03,IN,100/300,500,1921.71,4000000,671737,MALE,MD,sales,dancing,husband,48093,-10535,04/03/14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Columbus,9433 4th St,20,3,?,1,2,YES,98789,19405,11795,67589,Honda,E400,1999,Y,1,
82,40,785202,07/23/92,IN,500/1000,1000,1049.48,6000000,431985,FEMALE,Associate,sales,dancing,husband,69012,-8424,06/07/14,Vehicle Theft,Front Collision,Minor Damage,Police,OH,Hillsdale,5767 5th Ridge,6,1,NO,2,3,YES,55253,9605,12735,32913,Accura,Pathfinder,2009,N,0,
185,22,636700,01/01/15,WV,250/500,500,1152.4,5000000,416541,FEMALE,High School,tech-support,dancing,unmarried,14219,-26072,01/26/15,Vehicle Theft,Side Collision,Minor Damage,Other,NY,Northbend,6631 3rd Hwy,11,3,NO,0,0,YES,87745,12207,15980,59558,Accura,RAM,1997,Y,1,
182,63,393485,03/13/90,SC,100/300,500,1715.54,4000000,521735,MALE,MD,exec-managerial,sleeping,husband,10151,-63076,06/26/15,Multi-vehicle Collision,Rear Collision,Total Loss,,OH,Columbus,5940 Elm Lane,11,2,YES,2,3,?,88174,11622,18861,57691,Honda,Pathfinder,2012,Y,1,
218,33,861210,04/03/95,SC,250/500,2000,979.04,3000000,482048,FEMALE,MD,priv-house-serv,golf,other-relative,51676,-33513,01/11/14,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,2587 2nd Drive,23,2,YES,2,1,YES,25136,5034,5447,14655,Toyota,F150,2012,N,0,
10,22,795743,02/11/94,SC,100/300,500,847.05,0,689348,FEMALE,High School,armed-forces,reading,own-child,74520,-35033,03/15/15,Multi-vehicle Collision,?,Major Damage,,IN,Hillsdale,5547 2nd Drive,5,2,YES,1,1,NO,47990,6134,2860,38996,Audi,95,1995,N,0,
138,32,399817,05/14/00,SC,250/500,2000,1049.73,0,588899,MALE,Masters,exec-managerial,golf,other-relative,44408,-14519,03/04/14,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Columbus,2936 4th St,16,3,NO,0,2,YES,92583,6346,10620,75617,Chevrolet,Civic,2015,Y,1,
247,72,915447,07/20/06,SC,250/500,500,1581.13,6000000,657652,FEMALE,PhD,armed-forces,reading,other-relative,55513,-75106,11/30/14,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Riverwood,7484 Elm Lane,22,2,YES,2,3,YES,100836,18351,19099,63386,Accura,Tahoe,1999,Y,1,
277,68,564075,05/06/13,SC,100/300,1000,905.6,3000000,493795,MALE,High School,tech-support,skydiving,husband,13093,-12464,05/27/15,Vehicle Theft,Front Collision,Minor Damage,,IL,Hillsdale,9915 Maple Drive,15,1,?,2,2,?,39917,6643,5036,28238,Mercedes,A5,2012,N,0,False promises during purchase.
384,24,714012,06/17/90,SC,100/300,1000,1924.12,6000000,577165,FEMALE,Associate,priv-house-serv,board-games,unmarried,12499,-29767,04/24/14,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,1814 3rd Hwy,5,3,NO,0,3,YES,106322,19037,20333,66952,Chevrolet,Highlander,1996,Y,1,Overcharged premium stated.
269,65,701053,08/28/95,IN,100/300,500,1742.54,5000000,462138,MALE,Masters,armed-forces,sleeping,unmarried,66932,-9772,09/28/14,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,OH,Columbus,1953 2nd Drive,14,3,NO,1,0,YES,52471,2643,6871,42957,Honda,Highlander,1996,N,0,
22,52,158647,02/18/06,IN,100/300,2000,1925.08,4000000,658672,FEMALE,Associate,priv-house-serv,board-games,wife,71928,-32852,07/23/14,Multi-vehicle Collision,Side Collision,Total Loss,,IL,Arlington,8170 Maple Drive,5,1,YES,1,1,?,59582,10528,11379,37675,Mercedes,Highlander,2003,Y,1,
216,64,109691,08/24/08,IL,500/1000,1000,1114.65,5000000,495628,FEMALE,High School,priv-house-serv,sleeping,unmarried,25337,-51003,11/23/15,Multi-vehicle Collision,Rear Collision,Minor Damage,,NC,Riverwood,6073 Maple Drive,3,1,NO,2,0,YES,17977,1907,3345,12725,Accura,Highlander,1998,N,0,
218,62,560335,04/04/09,NC,100/300,1000,1325.95,4000000,404828,MALE,Masters,exec-managerial,reading,wife,68978,-59916,11/13/14,Parked Car,Rear Collision,Minor Damage,Police,NC,Hillsdale,8619 1st Ave,13,1,YES,1,3,YES,8242,1545,1743,4954,Nissan,Pathfinder,2003,N,0,
177,78,608492,12/01/11,NY,100/300,1000,1359.01,0,580006,MALE,MD,sales,camping,unmarried,69936,-38697,05/05/15,Vehicle Theft,Front Collision,Major Damage,,WV,Northbend,3545 1st Ave,8,1,YES,0,1,YES,54207,13214,12288,28705,Audi,92x,2010,N,0,
141,55,576404,05/18/90,IL,250/500,500,1094.28,4000000,646167,MALE,Masters,protective-serv,board-games,own-child,68013,-2729,03/08/14,Single Vehicle Collision,?,Minor Damage,,NY,Northbend,2869 4th St,0,1,NO,0,0,YES,46483,7353,6997,32133,Audi,Pathfinder,2006,N,0,
271,74,642965,03/29/03,NY,250/500,1000,1912.83,0,598923,MALE,Masters,protective-serv,sleeping,unmarried,67919,-66269,02/13/15,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,6646 Maple Drive,17,1,?,0,0,NO,70647,5565,7425,57657,Dodge,Pathfinder,2015,N,0,
233,66,756214,10/07/03,SC,100/300,1000,1868.91,4000000,462733,MALE,PhD,protective-serv,camping,wife,45753,-26911,03/11/14,Multi-vehicle Collision,Side Collision,Minor Damage,Police,IL,Arlington,9268 4th St,14,3,YES,1,2,YES,95343,14520,22633,58190,Toyota,A5,2009,Y,1,
191,57,208943,03/23/97,OH,500/1000,2000,1664.12,4000000,596653,FEMALE,MD,protective-serv,board-games,other-relative,44202,-4848,06/06/14,Vehicle Theft,Side Collision,Major Damage,,NY,Springfield,6409 4th St,22,2,NO,2,1,YES,60169,4726,5899,49544,Toyota,92x,2001,N,0,
492,41,918872,11/06/14,IN,250/500,2000,1756.86,6000000,444480,FEMALE,PhD,protective-serv,sleeping,husband,7387,-28881,10/11/14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,IL,Northbend,7770 Maple Drive,22,3,YES,2,3,YES,109593,16443,12414,80736,Saab,95,1999,Y,1,
389,49,501202,01/11/10,OH,250/500,1000,1511.22,6000000,629667,FEMALE,High School,tech-support,golf,unmarried,31443,-19204,04/08/14,Single Vehicle Collision,Front Collision,Minor Damage,,WV,Riverwood,9128 2nd Drive,12,3,?,1,2,NO,47698,7189,6507,34002,Dodge,Pathfinder,2001,N,0,
71,74,773758,08/07/10,WV,250/500,1000,1664.87,5000000,497165,MALE,Associate,protective-serv,dancing,husband,8525,-45128,07/21/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4903 5th Ridge,0,1,?,2,0,YES,2429,513,316,1600,Honda,92x,2007,N,0,Outstanding experience. Renewing definitely.
77,68,496628,05/15/13,OH,500/1000,500,1969,4000000,489339,FEMALE,PhD,protective-serv,board-games,unmarried,75977,-9726,04/04/15,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,2752 2nd Drive,15,1,YES,1,3,NO,65141,9815,13204,42122,Accura,A3,1998,N,0,
139,48,702067,12/18/10,VA,100/300,1000,970.59,6000000,454822,MALE,PhD,sales,bungie-jumping,wife,22936,-72048,10/09/15,Parked Car,Rear Collision,Minor Damage,Ambulance,NY,Columbus,8445 3rd Hwy,13,3,?,2,3,YES,117205,7415,29276,80514,Accura,Civic,2008,Y,1,Extremely unresponsive to queries.
360,52,771103,08/03/90,IN,250/500,500,1011.18,4000000,560272,MALE,High School,tech-support,golf,unmarried,55503,-55093,01/12/15,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Hillsdale,6819 4th St,3,1,YES,0,3,YES,99267,6204,13539,79524,Mercedes,Pathfinder,2005,N,0,
104,56,233479,10/20/94,VA,500/1000,2000,1750.32,0,474625,FEMALE,MD,armed-forces,sleeping,own-child,20738,-42775,11/17/15,Single Vehicle Collision,Side Collision,Major Damage,,IL,Riverwood,5182 3rd Hwy,21,1,YES,2,1,YES,100001,9948,13092,76961,Nissan,Pathfinder,2003,N,0,
105,65,383602,03/27/08,VA,100/300,1000,813.82,6000000,605493,MALE,PhD,priv-house-serv,skydiving,wife,67143,-17418,11/04/15,Multi-vehicle Collision,Front Collision,Minor Damage,Police,IN,Riverwood,5175 1st Ave,13,2,YES,2,2,YES,85160,17633,5802,61725,Ford,Civic,2005,N,0,
497,32,854021,10/31/05,IL,250/500,1000,901.21,4000000,691767,FEMALE,MD,exec-managerial,reading,wife,38208,-79646,12/09/14,Multi-vehicle Collision,Rear Collision,Major Damage,,OH,Springfield,2150 2nd Drive,12,3,YES,2,1,?,25080,4457,1977,18646,Dodge,Camry,2005,N,0,
466,29,427159,07/30/02,NY,500/1000,1000,1702.05,5000000,679282,MALE,Associate,armed-forces,skydiving,unmarried,53666,-13168,07/31/14,Parked Car,Side Collision,Minor Damage,Fire,IN,Columbus,9215 Elm Lane,20,3,YES,2,3,NO,73932,6189,3833,63910,Ford,Camry,2013,Y,1,Cannot reach customer service.
351,63,291590,09/04/06,VA,100/300,1000,1081.54,4000000,425811,FEMALE,PhD,protective-serv,bungie-jumping,unmarried,27049,-10832,06/15/15,Vehicle Theft,Rear Collision,Minor Damage,Police,SC,Riverwood,7904 2nd Drive,20,2,?,1,3,YES,58005,7705,4528,45772,Accura,95,2001,N,0,
193,49,154378,01/14/05,IN,500/1000,1000,1723.92,0,420725,FEMALE,High School,machine-op-inspct,board-games,unmarried,77852,-50629,04/02/15,Single Vehicle Collision,Front Collision,Minor Damage,Police,IN,Hillsdale,9517 3rd Hwy,13,3,NO,1,3,?,74920,15382,15867,43671,Chevrolet,A5,2003,Y,1,
321,52,226962,07/12/05,SC,100/300,1000,1292.87,0,523677,FEMALE,Masters,sales,board-games,own-child,70002,-26570,12/10/15,Multi-vehicle Collision,Front Collision,Total Loss,Police,IL,Hillsdale,2095 2nd Drive,5,2,NO,1,0,YES,46127,9405,4082,32640,Dodge,92x,1996,N,0,
162,47,322233,04/24/12,WV,250/500,2000,1432.97,0,541281,FEMALE,Masters,exec-managerial,sleeping,own-child,69276,-69539,12/15/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,VA,Springfield,6284 1st Ave,0,2,YES,0,0,?,78556,9585,14893,54078,Ford,Highlander,2007,Y,1,
8,61,187439,08/14/94,WV,100/300,1000,1828.36,0,491042,FEMALE,High School,exec-managerial,camping,other-relative,39981,-65078,07/17/15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Columbus,5112 5th Ridge,0,3,YES,0,3,NO,9443,541,1312,7590,Chevrolet,RSX,2008,N,0,
